Text,User
":germany: après l'attaque au couteau d'un islamiste sur des patriotes à mannheim, une nouvelle agression politique s'est déroulée dans la ville. heinrich koch, candidat local de l'afd, a reçu des coups de couteau alors qu'il avait surpris un homme qui déchirait des affiches de l'afd.",TVL
":black_circle: profonde tristesse d’apprendre le décès de didier monpouillan, maire de montpouillan. en tant que conseiller municipal, adjoint et maire, il aura dédié 35 années de sa vie au service de ses administrés. toutes mes pensées vont à son frère, sa famille ainsi qu’à ses proches.",Hélène Laporte
"oui, j’ose le dire : l’obsession d’emmanuel macron pour le rn devient pathologique. moi, ma seule obsession à sa place serait la sécurité et la prospérité de tous les français, la souveraineté et la grandeur de la france.",Marine Le Pen
"comment s'accorder quand l'un désire un enfant supplémentaire pour agrandir la fratie, et l'autre non ? dans cet épisode du podcast sex'oh !, hélène dumont plonge aux racines du désir d'enfant et donne des pistes pour arriver à s'entendre entre conjoints.",Famille Chrétienne
:video_camera: nous avons créé le pour que tous ceux qui se sentent ni macronistes ni mélenchonistes puissent avancer dans un projet en commun.,Franck Allisio
très bel article de commande interne pour expliquer en amont pourquoi la rupture aura lieu en cas de défaites aux européennes. si d’aventure vous n’aviez pas suivi. aucun article ne passe évidemment le jdd qui n’aurait pas été voulu. les ficelles sont si grosses et si…,Charles Gave Officiel-Institut des Libertés
"vive nice06, la ville des victoires, vive la reconquête, vive la droite qui ne s’excuse plus de ne pas être de gauche, vive les français qui iront voter dimanche pour sauver notre patrie, vive la france ! :france: jevotereconquête",Marion Maréchal
rendez-vous vendredi 12 avril à 20h les gones :fire:,Les Remparts Lyon
nouvelle chaîne! via,La Cartouche
"« il n’y a pas d’amour heureux », disait le poète. le théologien dirait plutôt : « il n’y a pas d’amour heureux sans la croix », sans ces vertus exercées au quotidien qui le réparent et le font grandir.",Famille Chrétienne
"nous sommes en faveur, sur le principe, d'un accord bilatéral avec l'ukraine, mais il faut placer des lignes rouges : nous sommes contre l'adhésion de l'ukraine dans l'ue qui fragiliserait les économies européennes, l'économie française et notamment notre agriculture.",Jordan Bardella
"l’epiphanie, fêtée le 6 janvier ou le premier dimanche de janvier, célèbre la manifestation de jésus enfant aux rois mages. en france, elle est connue pour la galette des rois.",Famille Chrétienne
“la sonnette d’alarme a été tirée” : dembélé exhorte les français à “se mobiliser” pour les législatives,Le JDD
"l’agriculture française représente à peine 0,2% des émissions mondiales de gaz à effet de serre. m. le ministre de l'agriculture , arrêtez de les accabler d'objectifs environnementaux inatteignables car ils sont exemplaires et ont déjà fait leur transition !",Grégoire de Fournas
":bell: nouvelle vidéo :bell: :police_car_light:macron a *donné* la technologie du rafale à l’inde, qui sera en mesure de fabriquer les siens d’ici quelques années. :small_airplane:ça s’appelle scier la branche sur laquelle la france est assise (pour rester polie). :exploding_head:et personne n’en a parlé.",Tatiana Ventôse
":green_circle: un exemple de l’immobilisme du gouvernement face à la détresse des agriculteurs : :right_arrow: en juin 2023, je l’interpelle sur le nouveau nutriscore qui va impacter le pruneau. :right_arrow: 3 mois après, je reçois une réponse d’impuissance. :right_arrow: aujourd’hui, toute une filière est menacée. :right_arrow_curving_down:",Hélène Laporte
paris : 3 femen ont tenté de perturber le meeting de jordan bardella. elles ont été évacuées par la sécurité.,Fdesouche.com est une revue de presse
":studio_microphone::red_circle: ce soir, écoutez en direct le club de la presse à partir de 18h, émission dirigée par marc baudriller sur ou :satellite_antenna: fm 95.6. :deciduous_tree: , expert en énergies, parlera de ""la décision de la cedh de condamner nos amis suisses pour insuffisance",Radio Courtoisie
"je viens de passer les 450.000 abonnés (sur youtube) et ça monte toujours ! 10 millions de vues par mois, merci à tous, même les haineux :red_heart:",Vincent Lapierre
"« il n’y a pas de gpa éthique. mon utérus n’est pas un airbnb, je ne le mets pas en location. » la psychologue marie-estelle dupont : invite à une réflexion éthique approfondie sur la question de la gpa, en prenant en compte l’intérêt",Le Média en 4-4-2
le portefeuille expliqué,Charles Gave Officiel-Institut des Libertés
"dérive totalitaire du pouvoir (suite) : la macronie rappelle à l'ordre , coupable d'avoir écrit dans . l'interdiction est le réflexe du parti présidentiel : il dit défendre la démocratie en vouant au confinement intellectuel ses pestiférés.…",Ivan Rioufol ن
européennes 2024 : valérie hayer se fait-elle voler sa campagne ?,Le JDD
"trêve politique exceptionnelle dans le var… ce soir, c’est barrage ! parce que toulon ! :red_circle::black_circle:",Laure Lavalette
les trans maniaques en roue libre.,Laurent Obertone
"la collégienne rouée de coup hier a été jetée dans la fosse aux lions. mais il faut dire que le collège ressemble de plus en plus à une jungle. ce niveau d’ultra-violence n’existait pas il y a 30-40 ans. d’après vous, qu’est-ce qui explique ce changement? tout le monde sait.",Pierre Gentillet
"arno klarsfeld face à la macroniste shannon seban : ""moi je vote au centre, mais j'ai conscience que c'est un vote de classe""",Fdesouche.com est une revue de presse
retrouvons-nous le samedi 1er juin à bordeaux. avecbellamy,Fx Bellamy
"habituellement, je m'en fous de l'eurovision, mais je voterai ce soir pour edengolan pour 3 raisons. tout d'abord car c'est une chanteuse courageuse et talentueuse. ensuite pour soutenir israël. enfin, pour fermer la bouche nauséeuse de tous ces antisémites compulsifs !",Kevin Bossuet
“la fuite en avant fédéraliste de l’union européenne est insupportable. l’ue s’occupe de choses dont elle ne devrait pas s’occuper.” regardez mon interview avec sur . :backhand_index_pointing_right:,Marion Maréchal
révélations en moins d’une semaine en allemagne : - le gouvernement était informé avant de le décider que le confinement « allait augmenter la mortalité infantile » ! - il savait qu’il n’y a pas l’ombre d’une preuve scientifique de l’intérêt des masques en population générale !…,Florian Philippot
":motor_boat: entre janvier et avril, la garde nationale tunisienne a annoncé avoir intercepté 21 545 personnes qui souhaitaient traverser la méditerranée à partir des côtes tunisiennes, ce qui représente une augmentation de 22,5% par rapport à l'année dernière.",TVL
"la souveraineté française, une liberté fragile. entretien avec gaël nofri, auteur de « bouvines. la confirmation de la souveraineté »",Causeur.fr
"[l’invité] « dans 10 ou 15 ans, l'islam pourrait être la première religion de france » - par islam catholicisme pentecôte en ce week-end de pentecôte, g. cuchet analyse le reflux du catholicisme en france, ses causes, ses conséquences.",Boulevard Voltaire
"tu as raison , cher thomas . qu’il y ait moins de femmes et d’enfants tués mais plus de combattants ne compte pas . et que ta chère radio se soit fait taper sur les doigts à ma demande par l’ non plus . d’ailleurs elle ne s’en vante pas .",G-William Goldnadel
"emmanuel macron aura réussi à faire exploser la gauche, puis la droite et maintenant le centre. cela relève du génie ! loiimmigration",Kevin Bossuet
des nouvelles de l'oppression systémique.,Laurent Obertone
"victoire !:right_arrow_curving_down: suite à notre recours les patriotes &amp; via, le conseil d’état va devoir juger au fond la légalité ou pas du qrcode que le gouvernement macroniste veut ré-instaurer pour les jo avec le passjo ! et le gouvernement a été contraint de rédiger un « mémoire en réplique…",Florian Philippot
:police_car_light:poutine propose un cessez-feu que les états-unis rejettent immédiatement au nom de kiev : il est désormais clair que l’otan souhaite la guerre. les peuples doivent se libérer de l’emprise de ces bellicistes.,Le Média en 4-4-2
"appelées à servir le christ dans les plus pauvres, les plus faibles et les plus petits, des religieuses apostoliques donnent leur vie en prenant soin de celle des autres.",Famille Chrétienne
"l'arrivée de rachida dati au gouvernement est l'un des meilleurs coups politiques de ces dix dernières années. si gabriel attal avait voulu affaiblir considérablement les lr à 6 mois des européennes, il ne s'y serait pas pris autrement. un coup de maître ! remaniement",Kevin Bossuet
"la nouvelle vidéo est sortie. on y parle de l’université de l’épargne, des etf gold du cac 40",Charles Gave Officiel-Institut des Libertés
"attendue depuis trois semaines, la réaction commune des évêques africains à fiducia supplicans a été publiée aujourd’hui. réaffirmant leur fidélité au pape, ils refusent toute bénédiction de couples de même sexe au sein de l’eglise d’afrique.",Famille Chrétienne
"au soudan, un nettoyage ethnique contre les non-arabes, dans l'indifférence générale - par verlaine djeni soudan génocide les crimes au soudan ne méritent donc pas que nos étudiants bloquent sciences po ?",Boulevard Voltaire
"2/3 l’idée d’envoyer des soldats français se battre sur le sol russo-ukrainien est risible, d’autant qu’aucun pays de l’ue ne le suivra, ni l’allemagne, ni même la pologne. le seul effet de ces moulinets avec un sabre en bois est de ridiculiser &amp; diminuer la france -son mandat...",Paul-Marie Coûteaux
":sun_with_face: vous l'avez peut être déjà remarqué, notre matinale est en vacances cette semaine. elle sera de retour dès le lundi 15 avril !",Radio Courtoisie
"les femmes sont indécises par nature, c’est pourquoi ce sont les hommes qui doivent commander.",Thaïs d’Escufon
a tout de suite 10h legrandrdv,Mabrouk Sonia
"hausse du smic britannique de 10% ce jour ! il dépasse désormais « nettement » le smic français ! alors le brexit la catastrophe ?! et ce n’est pas tout ! :right_arrow_curving_down: « ce salaire minimum horaire, équivalent à 13,40 euros, dépasse désormais nettement le smic français, qui est à 11,65…",Florian Philippot
"[vive la france] des chœurs d’enfants pour réjouir le cœur des gens - par académiemusicaledeliesse ce sont eux qui ont chanté la messe à igny, samedi midi, pour le départ des familles du pèlerinage de chartres.",Boulevard Voltaire
